Pumping Iron:	 94, 84
The Endless Summer:	 100, 91
The Horror Show:	 0, 26
Koi... Mil Gaya (I Found Someone):	 75, 76
Riki-Oh: The Story of Ricky:	 89, 85
The Longest Yard:	 32, 61
The Last Unicorn:	 63, 86
Mickey, Donald, Goofy: The Three Musketeers:	 36, 49
Benji:	 86, 55
Miracle:	 80, 90
The Crucible:	 68, 66
50 First Dates:	 44, 65
Ella Enchanted:	 50, 57
Along Came Polly:	 25, 47
Matchstick Men:	 82, 74
Apollo 13:	 95, 87
Fat Man and Little Boy:	 47, 45
Scary Movie 3:	 36, 54
The Man with One Red Shoe:	 47, 40
New York Minute:	 11, 47
Field of Dreams:	 86, 86
Love Actually:	 63, 72
Cidade de Deus (City of God):	 91, 97
Cold Mountain:	 70, 77
Training Day:	 72, 89
The Punisher:	 29, 63
Dreamcatcher:	 30, 35
Mystic River:	 88, 89
Aileen: Life and Death of a Serial Killer:	 86, 74
Aileen Wuornos - The Selling of a Serial Killer:	 100, 66
Bad Santa:	 78, 75
Taking Lives:	 22, 55
The African Queen:	 98, 86
7 Days in September:	 100, 80
Battle Royale II:	 30, 29
Desk Set:	 100, 83
The Ape:	 40, 12
The Princess Diaries 2 - Royal Engagement:	 25, 59
Mulan II:	 0, 42
All I Want for Christmas:	 0, 59
Sky Captain and the World of Tomorrow:	 71, 46
Super Size Me:	 92, 72
Mean Girls:	 83, 66
The Village:	 43, 57
Friday Night Lights:	 81, 85
Van Helsing:	 23, 57
A Cinderella Story:	 11, 53
Silver Streak:	 83, 71
Scooby-Doo 2: Monsters Unleashed:	 22, 39
Catwoman:	 9, 18
Around the World in 80 Days:	 31, 34
Benji: Off the Leash!:	 33, 51
A Star is Born:	 35, 68
Eternal Sunshine Of The Spotless Mind:	 93, 94
Troy:	 54, 73
King Arthur:	 31, 59
Metallica: Some Kind of Monster:	 89, 83
Infernal Affairs (Mou gaan dou):	 94, 95
Gypsy 83:	 54, 78
Federal Hill:	 82, 65
How to Steal a Million:	 100, 88
White Chicks:	 15, 55
H.H. Holmes - America's First Serial Killer:	 75, 44
Three Coins in the Fountain:	 63, 43
The Iron Ladies:	 56, 71
Gargoyles:	 40, 40
A Bucket of Blood:	 73, 68
The Keep:	 40, 43
Gone:	 54, 20
Pooh's Heffalump Movie:	 79, 68
Tarzan II:	 33, 37
The Princess and the Cobbler (The Thief and the Cobbler):	 50, 74
National Treasure:	 45, 76
The Aviator:	 87, 79
Finding Neverland:	 82, 87
Meet the Fockers:	 39, 58
Ocean's Twelve:	 55, 60
Spanglish:	 52, 60
Are We There Yet?:	 11, 45
License to Drive:	 17, 61
Racing Stripes:	 35, 42
Project X:	 79, 55
Hitch:	 68, 62
Dad:	 60, 60
Amityville: The Demon:	 5, 19
The Life Aquatic with Steve Zissou:	 56, 82
The Godfather, Part II:	 97, 97
The Woodsman:	 88, 77
The Godfather, Part III:	 67, 78
Starcrash:	 33, 38
The Nameless (Los sin nombre):	 20, 42
Saw:	 49, 84
Boccaccio '70:	 75, 78
Swades:	 83, 91
Almost Peaceful:	 73, 68
Double Dare:	 97, 78
Devils on the Doorstep (Guizi lai le):	 90, 95
The Interview:	 100, 84
Raw Deal:	 100, 82
Son of Frankenstein:	 91, 71
Un Oso rojo (Red Bear):	 60, 78
The Hitchhiker's Guide to the Galaxy:	 60, 65
Sahara:	 38, 53
Sin City:	 77, 78
Cinderella Man:	 80, 91
Batman Begins:	 84, 94
Charlie and the Chocolate Factory:	 82, 51
The Dukes of Hazzard:	 14, 46
Dirty Love:	 7, 67
The Comedians of Comedy:	 44, 83
Paheli:	 67, 66
Mughal-E-Azam:	 91, 91
Million Dollar Baby:	 90, 90
Guess Who:	 42, 49
Miss Congeniality 2 - Armed and Fabulous:	 15, 42
Noel:	 28, 48
Downfall (Der Untergang):	 91, 94
Ong-Bak (Ong Bak: Muay Thai Warrior):	 86, 84
Constantine:	 46, 72
Prozac Nation:	 28, 58
Paris Is Burning:	 100, 89
Hostage:	 35, 62
Eyewitness:	 82, 39
Johnny Suede:	 33, 47
My Left Foot:	 97, 92
Inside Deep Throat:	 83, 66
The Thin Blue Line:	 100, 90
Gates of Heaven:	 89, 81
Vernon, Florida:	 100, 79
Oldboy:	 80, 94
Kronk's New Groove:	 0, 42
The Number 23:	 8, 56
The Baby:	 92, 53
Enron: The Smartest Guys in the Room:	 98, 86
Wedding Crashers:	 76, 70
Must Love Dogs:	 35, 50
Four Brothers:	 52, 80
The Brothers Grimm:	 38, 39
The Constant Gardener:	 83, 82
The Exorcism of Emily Rose:	 44, 60
An Unfinished Life:	 53, 67
Lord of War:	 61, 85
Tim Burton's Corpse Bride:	 84, 77
Serenity:	 83, 91
Doom:	 19, 34
Saw II:	 37, 59
Chicken Little:	 37, 47
Get Rich or Die Tryin':	 16, 70
Just Friends:	 42, 71
Rent:	 46, 83
13 Going on 30:	 64, 70
Delicatessen:	 89, 91
Aeon Flux:	 9, 39
King Kong:	 84, 50
Rumor Has It:	 20, 41
Hoodwinked:	 47, 56
American Pie Presents: Band Camp:	 17, 50
Something New:	 61, 72
High School Musical:	 56, 74
Balzac and the Little Chinese Seamstress:	 77, 83
Pooh's Grand Adventure: The Search for Christopher Robin:	 38, 72
Caterina in the Big City:	 89, 77
L' Ora di Religione (Il Sorriso di Mia Madre) (The Religion Hour) (My Mother's Smile):	 84, 80
Long Life, Happiness & Prosperity:	 29, 62
Young Mr. Lincoln:	 100, 81
Caddyshack:	 74, 87
Curious George:	 69, 69
Night Watch:	 60, 72
Evil (Ondskan):	 68, 87
V for Vendetta:	 73, 90
Inside Man:	 86, 85
Brick:	 79, 86
The Benchwarmers:	 11, 64
Lucky Number Slevin:	 51, 87
Hard Candy:	 68, 78
La mujer de mi hermano:	 20, 59
Silent Hill:	 29, 62
Guys and Balls:	 38, 72
Poseidon:	 33, 43
The Break-Up:	 34, 46
The Lake House:	 35, 73
Nacho Libre:	 40, 54
Click:	 33, 66
A Canterbury Tale:	 85, 82
Krrish:	 100, 72
Kicking and Screaming:	 57, 76
Compulsion:	 100, 85
Brother Bear 2:	 50, 56
Blackballed: The Bobby Dukes Story:	 53, 64
Solo Con Tu Pareja:	 67, 71
The Secret of the Sword:	 60, 79
Leroy & Stitch:	 40, 52
The Fox and the Hound 2:	 20, 46
Historias mínimas (Intimate Stories):	 88, 84
Kill the Poor:	 25, 35
4 (Chetyre):	 74, 63
The Fall of Fujimori:	 92, 91
After Innocence:	 91, 81
Trudell:	 32, 75
The Descent:	 85, 75
Shutter:	 58, 77
Pirates of the Caribbean: Dead Man's Chest:	 54, 72
The Ant Bully:	 63, 42
Street Fight:	 100, 92
Talladega Nights: The Ballad of Ricky Bobby:	 71, 73
Eddie Murphy Delirious:	 83, 89
Beerfest:	 41, 75
The Covenant:	 4, 62
Sherrybaby:	 75, 57
Everyone's Hero:	 41, 44
Gridiron Gang:	 43, 81
Jackass: Number Two:	 63, 80
School for Scoundrels:	 25, 52
The Texas Chainsaw Massacre: The Beginning:	 12, 53
Tenacious D in The Pick of Destiny:	 54, 67
Jesus Camp:	 87, 80
Cocaine Cowboys:	 69, 79
The Departed:	 90, 94
Marie Antoinette:	 54, 56
The Prestige:	 75, 92
Saw III:	 28, 71
Babel:	 69, 77
The Puffy Chair:	 77, 62
The Pursuit of Happyness:	 67, 87
Blood Diamond:	 62, 90
Jump In!:	 50, 61
Guru:	 91, 84
Black Friday:	 86, 91
John Waters: This Filthy World:	 100, 91
Harry and the Hendersons:	 42, 53
The Panic in Needle Park:	 83, 75
Iraq in Fragments:	 91, 78
Half Nelson:	 90, 83
La tigre e la neve (The Tiger and the Snow):	 21, 84
The Queen:	 97, 76
The Host:	 93, 72
Maxed Out:	 88, 69
Sacco and Vanzetti:	 86, 76
300:	 60, 89
Sweet Land:	 85, 83
The Astronaut Farmer:	 58, 49
Zodiac:	 90, 77
Charlotte's Web:	 79, 62
Arthur and the Invisibles (Arthur and the Minimoys):	 22, 56
Happily N'ever After:	 4, 34
Bridge to Terabithia:	 85, 70
Hot Fuzz:	 91, 89
Wild Hogs:	 14, 61
Code Name: The Cleaner:	 4, 37
Perfect Stranger:	 11, 51
Are We Done Yet?:	 8, 50
Fah talai jone (Tears of the Black Tiger):	 74, 75
Black Snake Moan:	 66, 69
Jump In!:	 50, 61
God Grew Tired Of Us:	 91, 94
The Last Mimzy:	 54, 54
Protagonist:	 82, 83
Fracture:	 71, 73
Voyage to the Bottom of the Sea:	 75, 39
Puccini for Beginners:	 51, 45
Verdict on Auschwitz: The Frankfurt Trial 1963-1965:	 100, 83
She's Gotta Have It:	 90, 72
The Trip:	 31, 53
Day Watch:	 63, 68
Spider-Man 3:	 63, 51
The Bourne Ultimatum:	 92, 91
Insiang:	 100, 95
The Outsider:	 65, 44
Meet the Robinsons:	 67, 74
The Reaping:	 8, 49
Antikörper (Antibodies):	 65, 71
Cautiva:	 71, 81
Stardust:	 76, 86
Evan Almighty:	 23, 52
Mr. Woodcock:	 13, 32
Deep Water:	 96, 87
I Now Pronounce You Chuck & Larry:	 14, 69
Ocean's Thirteen:	 70, 75
The Kingdom:	 51, 76
Eagle vs Shark:	 55, 67
Everything's Cool:	 50, 77
High School Musical 2:	 57, 72
Mr. Bean's Holiday:	 52, 49
Antonia (Antônia - O Filme):	 93, 76
In the Land of Women:	 43, 52
Next:	 28, 53
License to Wed:	 7, 53
Civic Duty:	 56, 33
Iran: A Cinematographic Revolution:	 80, 87
L'Iceberg:	 69, 66
Death Sentence:	 20, 60
Sydney White:	 36, 70
10 Questions for the Dalai Lama:	 79, 73
Stealth:	 13, 39
Trailer Park Boys: The Movie:	 57, 77
Mafioso:	 96, 81
Sharkwater:	 79, 88
Martian Child:	 33, 72
Bee Movie:	 50, 53
The Apprenticeship of Duddy Kravitz:	 100, 72
Nancy Drew:	 50, 59
The Golden Compass:	 42, 51
The Invasion:	 19, 40
30 Days of Night:	 51, 56
Teeth:	 80, 45
P.S. I Love You:	 24, 80
Saw IV:	 18, 62
Atonement:	 83, 80
No Reservations:	 42, 62
August Rush:	 37, 82
We Own the Night:	 57, 61
Beyond Belief:	 82, 89
Michael Clayton:	 90, 69
Into the Wild:	 82, 89
Untraceable:	 16, 52
The Diving Bell and the Butterfly:	 94, 92
Reservation Road:	 37, 52
Gone Baby Gone:	 94, 86
Margot at the Wedding:	 53, 40
Walk Hard: The Dewey Cox Story:	 74, 57
Steal a Pencil for Me:	 95, 79
Before the Devil Knows You're Dead:	 88, 71
Om Shanti Om:	 75, 77
Question humaine, La, (Heartbeat Detector):	 80, 48
Wetlands Preserved: The Story of an Activist Rock Club:	 91, 73
Bon Cop, Bad Cop:	 78, 82
Beyond Hatred (Au-dela de la haine):	 89, 55
It's a Boy Girl Thing:	 67, 61
A Very British Gangster:	 70, 64
Penelope:	 53, 72
The Garden of Earthly Delights:	 67, 63
88 Minutes:	 5, 43
The Strangers:	 45, 47
Funny Games:	 51, 54
Speed Racer:	 40, 60
Vantage Point:	 35, 57
Untraceable:	 16, 52
Harold & Kumar Escape from Guantanamo Bay:	 53, 60
XXY:	 84, 79
Warlords (Tau ming chong):	 64, 70
10,000 B.C.:	 8, 37
Drillbit Taylor:	 26, 44
Definitely, Maybe:	 71, 72
Forgetting Sarah Marshall:	 84, 76
Outsourced:	 76, 73
Caramel:	 92, 81
Camp Rock:	 20, 75
21:	 35, 65
The Bucket List:	 40, 77
In Bruges:	 84, 87
Intimate Enemies:	 57, 65
Jodhaa Akbar:	 79, 78
Made of Honor:	 14, 55
Bigger, Stronger, Faster*:	 96, 80
Super High Me:	 63, 51
Surfwise:	 98, 65
The Lazarus Project:	 60, 44
Blindsight:	 98, 83
Abraham Lincoln:	 100, 38
Amu:	 82, 76
Welcome to Dongmakgol:	 86, 92
The Dark Knight:	 94, 94
Get Smart:	 50, 67
Burn After Reading:	 78, 64
Kung Fu Panda:	 87, 82
Righteous Kill:	 19, 37
Hellboy II: The Golden Army (Hellboy 2):	 86, 71
Journey to the Center of the Earth:	 61, 51
Wanted:	 71, 69
The Wackness:	 70, 72
Runnin' Down a Dream: Tom Petty and the Heartbreakers:	 100, 92
Encounters at the End of the World:	 94, 83
Ping Pong Playa:	 64, 52
Tinker Bell:	 89, 73
Saw V:	 13, 52
The Duchess:	 61, 67
Madagascar: Escape 2 Africa:	 63, 66
Mamma Mia!:	 55, 66
Bangkok Dangerous:	 8, 26
Tropic Thunder:	 81, 70
Lakeview Terrace:	 45, 39
Diminished Capacity:	 35, 36
Henry Poole Is Here:	 39, 52
Nick and Norah's Infinite Playlist:	 75, 65
Man on Wire:	 100, 87
Amal:	 100, 90
Star Wars: The Clone Wars:	 18, 38
Zack and Miri Make a Porno:	 65, 66
Santa's Apprentice (L'apprenti Pere Noel):	 80, 41
Rang De Basanti (Paint it Yellow):	 83, 94
No Country for Old Men:	 93, 86
Revolutionary Road:	 67, 71
High School Musical 3: Senior Year:	 64, 71
Changeling:	 62, 82
The Midnight Meat Train:	 71, 50
12:	 76, 83
Coraline:	 90, 73
Body of Lies:	 55, 62
Bolt:	 89, 73
Nights in Rodanthe:	 30, 52
Flash of Genius:	 60, 55
Hotel for Dogs:	 46, 54
Defiance:	 57, 72
Kærlighed på Film (Just Another Love Story):	 73, 82
Milk:	 93, 89
The Reader:	 62, 79
I Love You, Man:	 83, 74
Forever Strong:	 29, 74
Traitor:	 64, 64
Seven Pounds:	 26, 75
The Boy in the Striped Pajamas (The Boy in the Striped Pyjamas):	 63, 84
The Unborn:	 10, 30
Role Models:	 78, 74
The Haunting of Molly Hartley:	 3, 18
Acolytes:	 75, 42
Gran Torino:	 80, 90
Crips and Bloods: Made in America:	 75, 73
Das Haus der Schlafenden Schönen (House of the Sleeping Beauties):	 28, 18
Tyson:	 85, 79
Horsemen:	 33, 25
Delhi 6:	 40, 41
Inglourious Basterds:	 88, 87
Battle For Terra:	 48, 41
America the Beautiful:	 71, 66
Like Stars on Earth:	 90, 96
Wild Child:	 41, 61
Anvil! The Story of Anvil:	 98, 90
Sunshine Cleaning:	 73, 62
Year One:	 15, 23
Adventureland:	 88, 61
Fighting:	 39, 36
9:	 57, 55
Bright Star:	 83, 68
Gomorrah (Gomorra):	 92, 70
Bruno:	 67, 41
Monsters vs. Aliens:	 72, 59
Beautiful Losers:	 64, 68
Moon:	 90, 89
The Hurt Locker:	 97, 84
Easy Virtue:	 52, 47
Extract:	 62, 38
Food, Inc.:	 95, 86
It Might Get Loud:	 80, 84
Pandorum:	 28, 48
Spread:	 21, 28
World's Greatest Dad:	 89, 67
No Impact Man: The Documentary:	 83, 62
Whatever Works:	 49, 61
Chevolution:	 81, 73
A Wink and a Smile:	 40, 45
Outrage:	 78, 76
Naked Ambition: An R Rated Look at an X Rated Industry:	 38, 37
Santa Buddies:	 20, 57
The Living Wake:	 50, 71
California Dreamin' (Nesfarsit) (Endless):	 89, 82
The Lovely Bones:	 32, 52
Loins of Punjab Presents:	 60, 72
She's Out of My League:	 58, 59
The Imaginarium of Doctor Parnassus:	 64, 60
The Escapist:	 67, 64
Cirque du Freak: The Vampire's Assistant:	 37, 42
Bright Star:	 83, 68
Brooklyn's Finest:	 44, 46
The Road:	 73, 68
The Informant!:	 79, 44
Bronson:	 76, 74
A Serious Man:	 89, 68
The Men Who Stare at Goats:	 51, 39
Up in the Air:	 91, 79
More Than a Game:	 71, 86
Black Dynamite:	 83, 85
When You're Strange:	 61, 81
The Young Victoria:	 76, 74
An Education:	 95, 80
Greenberg:	 75, 42
The Spy Next Door:	 12, 40
Tenderness:	 40, 22
The New Daughter:	 33, 24
Hachi: A Dog's Tale:	 63, 84
Mother (Madeo):	 96, 88
Capitalism: A Love Story:	 75, 73
Chloe:	 51, 39
Raajneeti:	 14, 64
Leap Year:	 22, 47
Rush: Beyond the Lighted Stage:	 89, 94
Poltergeist III:	 18, 22
The 9th Company (9 rota):	 69, 75
The Good, the Bad, the Weird (Joheun-nom, Nabbeun-nom, Isanghan-nom):	 83, 83
The Gates:	 83, 60
Scott Pilgrim vs. the World:	 81, 83
The Secret of Moonacre:	 23, 45
Alpha and Omega:	 16, 41
Barry Munday:	 43, 36
Furry Vengeance:	 7, 31
Centurion:	 60, 42
Disneynature Crimson Wing:	 74, 75
Exam:	 63, 56
Valhalla Rising:	 71, 49
The Human Centipede (First Sequence):	 50, 25
I Am Love:	 81, 68
Confucius:	 45, 37
Peepli Live:	 85, 72
Babies:	 68, 61
Charlie St. Cloud:	 27, 60
Joan Rivers: A Piece Of Work:	 92, 82
Exit Through The Gift Shop:	 95, 91
Princess Ka'iulani:	 18, 44
Tinker Bell and the Great Fairy Rescue:	 71, 76
The Square:	 86, 69
Never Let Me Go:	 70, 70
Knucklehead:	 10, 34
Legendary:	 19, 59
Standing Ovation:	 6, 47
Camp Rock 2: The Final Jam:	 40, 55
Bearcity:	 50, 55
I'm Still Here:	 53, 38
Fred: The Movie:	 0, 33
Dinosaurs: Giants of Patagonia:	 100, 51
Zamani barayé masti asbha (A Time for Drunken Horses)(Intoxication for Horses):	 85, 91
Piranha 3-D:	 73, 43
Mesrine: Public Enemy #1:	 82, 82
Blue Valentine:	 87, 77
All Good Things:	 33, 37
Freakonomics:	 66, 51
Daylight Robbery:	 22, 44
The Way Back:	 74, 72
Let Me In:	 87, 76
Fair Game:	 79, 65
The Switch:	 51, 44
Which Way Home:	 100, 93
The King's Speech:	 95, 92
Nowhere Boy:	 79, 74
Secretariat:	 63, 76
Hereafter:	 47, 38
Stone:	 51, 21
I Am Number Four:	 32, 57
Monsters:	 73, 53
Ip Man 2: Legend of the Grandmaster:	 93, 84
The Rite:	 21, 40
Meskada:	 33, 29
Even the Rain (Meme La Pluie):	 87, 85
Mumbai Diaries:	 68, 70
Justin Bieber: Never Say Never:	 64, 64
Hemingway's Garden of Eden:	 4, 19
Guzaarish:	 71, 71
Tees Maar Khan:	 14, 17
The Other Woman:	 38, 45
The Chaperone:	 29, 43
That's What I Am:	 60, 68
Max Manus: Man of War:	 80, 83
Scream 4:	 59, 55
Dear Lemon Lima:	 80, 63
The 5th Quarter:	 57, 63
Last Night:	 53, 46
The Vanishing of the Bees:	 56, 63
Today's Special:	 81, 72
The Company Men:	 67, 55
13 Assassins:	 96, 88
Kill the Irishman:	 61, 67
The Perfect Host:	 45, 55
Super:	 48, 55
Now & Later:	 25, 43
Leap Year (Año bisiesto):	 96, 55
The Beaver:	 61, 55
Chalet Girl:	 77, 53
Forks Over Knives:	 61, 79
Meek's Cutoff:	 86, 53
Trust:	 78, 65
Stake Land:	 75, 62
Trollhunter:	 83, 71
Make Believe:	 85, 74
Buck:	 89, 89
The Music Never Stopped:	 65, 81
Fat, Sick and Nearly Dead:	 67, 85
The Trip:	 89, 70
Exporting Raymond:	 72, 68
Love Wedding Marriage:	 0, 28
Ready:	 43, 47
Delhi Belly:	 87, 82
The Caller:	 29, 41
Carlos:	 94, 85
The Adventures of Tintin:	 74, 74
Stay Cool:	 14, 24
United Red Army:	 93, 64
Tucker and Dale vs. Evil:	 84, 84
Tales from the Golden Age:	 91, 78
Turtle: The Incredible Journey:	 69, 76
Rapt:	 97, 66
Life 2.0:	 89, 56
The Bodyguard (Kaavalan):	 40, 44
The People vs. George Lucas:	 72, 70
Tiny Furniture:	 79, 54
Midnight in Paris:	 93, 83
Tuesday, After Christmas:	 73, 67
Larry Crowne:	 36, 41
Dream House:	 6, 36
The Human Centipede II (Full Sequence):	 29, 22
Dolphin Tale:	 81, 80
The Double:	 20, 33
Trespass:	 10, 22
Tabloid:	 92, 72
Cave of Forgotten Dreams:	 96, 73
Seducing Charlie Barker:	 56, 42
The Robber:	 78, 66
Johnny English Reborn:	 38, 44
J. Edgar:	 43, 44
The Future:	 72, 54
Happy, Happy:	 85, 59
Toast:	 61, 51
The Inbetweeners:	 55, 70
Talihina Sky: The Story of Kings of Leon:	 50, 68
The Mighty Macs:	 46, 64
Kevin Hart: Laugh At My Pain:	 71, 84
Battle Royale:	 87, 89
NoBody's Perfect:	 73, 87
Mary Pickford: The Muse of the Movies:	 86, 100
The Time That Remains:	 84, 68
Norwegian Wood:	 73, 50
Seeking Justice:	 26, 39
Sound of Noise:	 87, 78
Casa de mi padre:	 40, 35
We Were Here:	 100, 86
Big Miracle:	 75, 64
Joyful Noise:	 31, 65
Animals United (Konferenz der Tiere):	 25, 27
The Nine Muses:	 73, n/a
Goon:	 82, 70
Attenberg:	 77, 53
Tinker Tailor Soldier Spy:	 83, 65
Being Elmo: A Puppeteer's Journey:	 95, 87
A Little Bit Of Heaven:	 4, 52
We Need to Talk About Kevin:	 76, 78
Pariah:	 94, 82
Being Flynn:	 53, 41
Jiro Dreams of Sushi:	 99, 92
EK MAIN AIR EKK TU:	 71, 38
Extremely Loud & Incredibly Close:	 46, 61
W.E.:	 13, 47
A Lonely Place to Die:	 77, 49
George Harrison: Living In The Material World:	 86, 93
Into The Abyss:	 92, 76
La Cara Oculta:	 80, 72
The Decoy Bride:	 23, 50
Bad Ass:	 20, 39
Joffrey: Mavericks of American Dance:	 55, 50
Last Ride:	 93, 65
My Way:	 21, 78
Bernie:	 88, 72
Peace, Love, & Misunderstanding:	 28, 39
Foreign Parts:	 100, 63
Red Lights:	 29, 36
Weekend:	 95, 86
They Call It Myanmar: Lifting The Curtain:	 100, 72
Magic Mike:	 80, 60
Moonrise Kingdom:	 93, 86
Corpo Celeste:	 83, 42
Take This Waltz:	 77, 57
Steve Jobs: The Lost Interview:	 100, 84
Seeking a Friend for the End of the World:	 55, 53
The Queen of Versailles:	 95, 73
Shut Up and Play the Hits:	 85, 84
2 Days in New York:	 66, 42
The Ambassador:	 75, 74
Follow Me: The Yoni Netanyahu Story:	 50, 76
Ai Weiwei: Never Sorry:	 97, 87
Chernobyl Diaries:	 17, 28
Beyond The Black Rainbow:	 52, 52
The Samaritan:	 24, 40
Meeting Evil:	 22, 31
People Like Us:	 53, 62
Secret of the Wings:	 58, 78
Dinotasia:	 25, 46
Fire With Fire:	 7, 36
Nitro Circus: The Movie 3D:	 6, 62
Thunderstruck:	 20, 70
Painted Skin: The Resurrection:	 83, 57
The Zen Of Bennett:	 67, 67
Yelling to the Sky:	 40, 46
The Cold Light of Day:	 5, 29
Little Birds:	 57, 42
So Undercover:	 6, 49
To Rome with Love:	 45, 40
This Must Be The Place:	 65, 58
The Pill:	 70, 56
The Paperboy:	 44, 33
Connected: An Autoblogography About Love, Death & Technology:	 36, 46
Undefeated:	 96, 89
The Awakening:	 61, 51
Anna Karenina:	 64, 50
Whores' Glory:	 85, 74
The First Time:	 50, 66
Lay the Favorite:	 18, 19
The Imposter:	 96, 78
V/H/S:	 56, 41
Follow Me: The Yoni Netanyahu Story:	 50, 76
Paranormal Activity 4:	 25, 34
For a Good Time, Call...:	 56, 53
Searching for Sugar Man:	 94, 92
Detropia:	 85, 63
How to Survive a Plague:	 99, 83
Sleepwalk With Me:	 84, 71
Trouble with the Curve:	 51, 66
Noordzee, Texas (North Sea Texas):	 81, 71
De rouille et d'os (Rust and Bone):	 81, 80
Deadfall:	 34, 37
About Cherry:	 14, 15
Stolen:	 16, 34
Spiders:	 13, 11
Blue Is The Warmest Color:	 90, 85
Lincoln:	 89, 80
6 Souls:	 4, 45
Safe Haven:	 13, 67
Happy People: A Year in the Taiga:	 87, 77
The Details:	 46, 34
A Monster in Paris:	 87, 65
Hyde Park on Hudson:	 38, 31
Wu xia (Dragon):	 85, 74
John Dies at the End:	 62, 54
LUV:	 36, 61
Price Check:	 67, 30
Save The Date:	 47, 36
The ABCs of Death:	 36, 23
Beautiful Creatures:	 47, 54
Beware Of Mr. Baker:	 98, 86
Decoding Deepak:	 50, 59
De rouille et d'os (Rust and Bone):	 81, 80
Pusher:	 51, 34
Spring Breakers:	 68, 38
Cloud Atlas:	 66, 66
Stitches:	 47, 40
Inescapable:	 18, 27
Promised Land:	 52, 46
Mental:	 40, 55
The Lesser Blessed:	 50, 57
Reincarnated:	 29, 41
Phantom:	 25, 34
A Glimpse Inside the Mind of Charles Swan III:	 16, 26
Dead Man's Burden:	 71, 51
Delhi Safari:	 15, 35
Knife Fight:	 28, 26
The Numbers Station:	 31, 31
Sometimes a Great Notion (Never Give an Inch):	 100, 76
Stick:	 29, 37
On the Road:	 44, 34
The Host:	 9, 49
Bullet to the Head:	 46, 39
La nouvelle guerre des boutons (War of the Buttons):	 26, 42
Shadow Dancer:	 82, 52
Welcome to the Punch:	 47, 36
Chasing Ice:	 96, 85
Gimme The Loot:	 91, 65
The Place Beyond The Pines:	 80, 75
The Iceman:	 67, 62
Would You Rather:	 57, 36
Don't Stop Believin': Everyman's Journey:	 63, 73
42:	 80, 85
Sammy's Adventures 2 (Sammy's avonturen 2):	 20, 34
After Lucia:	 83, 76
Ginger & Rosa:	 81, 50
My Awkward Sexual Adventure:	 71, 53
Aftershock:	 37, 24
Erased:	 26, 36
The Reluctant Fundamentalist:	 55, 61
To The Wonder:	 46, 37
Curse of Chucky:	 83, 56
Drift:	 32, 56
Koch:	 89, 74
Love And Honor:	 13, 39
The Lifeguard:	 13, 26
Java Heat:	 8, 27
Vehicle 19:	 23, 31
War on Whistleblowers: Free Press and the National Security State:	 60, 69
Sharknado:	 82, 32
Tricked (Steekspel):	 43, 29
Monster Hunt (Zhuo Yao Ji):	 63, 48
Listening:	 18, 41
Songs My Brothers Taught Me:	 91, 63
Sun Choke:	 87, 43
April and the Extraordinary World (Avril et le monde truqué):	 96, 76
Requiem For The American Dream:	 92, 84
My Golden Days (Trois Souvenirs De Ma Jeunesse):	 89, 49
Holding The Man:	 79, 80
The Debt (Oliver's Deal):	 44, 47
Enemy Territory (Septembers Of Shiraz):	 31, 43
Born To Be Blue:	 88, 74
Hardcore Henry:	 50, 54
No Men Beyond This Point:	 43, 47
River:	 85, 54
High-Rise:	 59, 36
The Childhood of a Leader:	 89, 54
Mountains May Depart (Shan he gu ren):	 92, 66
Meet the Blacks:	 11, 73
Carnage Park:	 60, 30
Sing Street:	 95, 92
Tallulah:	 84, 69
Brahman Naman:	 75, 47
High Strung:	 75, 65
The First Monday in May:	 78, 70
13 Cameras:	 77, 37
The Trust:	 64, 28
Holidays:	 50, 23
Mad Tiger:	 64, 56
The American Side:	 81, 80
Ghost Team:	 11, 31
Traded:	 40, 33
The Angry Birds Movie:	 44, 46
Clown:	 45, 37
The Jungle Book:	 95, 86
Captain America: Civil War:	 91, 89
Ratchet & Clank:	 19, 42
The President:	 88, 68
What Happened, Miss Simone?:	 88, 85
Take Me To The River:	 74, 43
Free State of Jones:	 46, 64
The Seventh Fire:	 93, 53
Parched:	 90, 66
Disorder (Maryland):	 73, 52
The Man Who Knew Infinity:	 62, 71
Neon Bull (Boi Neon):	 89, 68
Sunset Song:	 80, 50
11 Minutes (11 Minut):	 71, 35
The Ones Below:	 73, 47
Night of the Living Deb:	 83, 27
The Automatic Hate:	 67, 47
Five Nights in Maine:	 25, 31
Colliding Dreams:	 94, 61
Audrie & Daisy:	 80, 72
The Land:	 67, 61
Under The Sun:	 93, 69
The Lovers And The Despot:	 77, 52
I Am Not a Serial Killer:	 92, 61
Sundown:	 0, 49
Finding Altamira (Altamira):	 69, 45
XOXO:	 71, 52
Floyd Norman: An Animated Life:	 93, 75
The White Helmets:	 100, 84
ARQ:	 43, 47
Finding Dory:	 94, 84
Sausage Party:	 83, 50
Alice Through the Looking Glass:	 30, 48
Skiptrace:	 37, 27
The Beat Beneath My Feet:	 50, 48
The Siege of Jadotville:	 60, 72
Danny Says:	 71, 50
Breaking A Monster:	 100, 56
Mascots:	 49, 36
Blinky Bill The Movie:	 73, 44
Band Of Robbers:	 77, 61
Lucha Mexico:	 69, 61
Ithaca:	 13, 31
Uncle Nick:	 50, 42
Norman Lear: Just Another Version of You:	 86, 65
